index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
13326,"[0, 80[", Private,122109,*,10,*,*, Wife,*,*,0,0,35,*,<=50K
13327,"[0, 80[", Private,75673,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13328,"[0, 80[", Self-emp-inc,141058,*,10,*,*, Not-in-family,*,*,0,2339,50,*,<=50K
13329,"[0, 80[", Private,47902,*,10,*,*, Husband,*,*,0,0,35,*,>50K
13331,"[0, 80[", Private,255675,*,10,*,*, Husband,*,*,0,0,40,*,>50K
13332,"[0, 80[", Federal-gov,203505,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13333,"[0, 80[", Private,125106,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
13334,"[0, 80[", Private,139890,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
13335,"[0, 80[", Private,76878,*,7,*,*, Husband,*,*,5178,0,40,*,>50K
13336,"[0, 80[", Self-emp-not-inc,28035,*,10,*,*, Husband,*,*,0,0,86,*,<=50K
13337,"[0, 80[", Private,43953,*,9,*,*, Other-relative,*,*,0,1974,40,*,<=50K
13338,"[0, 80[", Private,163237,*,12,*,*, Husband,*,*,0,0,40,*,>50K
13339,"[0, 80[", Local-gov,55890,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13340,"[0, 80[", Self-emp-not-inc,255934,*,10,*,*, Husband,*,*,0,0,80,*,<=50K
13341,"[0, 80[", Private,168654,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13342,"[0, 80[", Self-emp-not-inc,39986,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
13343,"[0, 80[", Private,208451,*,13,*,*, Husband,*,*,0,0,40,*,>50K
13344,"[0, 80[", Private,206681,*,8,*,*, Not-in-family,*,*,0,0,55,*,<=50K
13345,"[0, 80[", Private,117779,*,9,*,*, Wife,*,*,0,0,46,*,>50K
13346,"[0, 80[", Self-emp-not-inc,129150,*,9,*,*, Husband,*,*,0,0,50,*,>50K
13347,"[0, 80[", ?,177273,*,9,*,*, Wife,*,*,0,0,35,*,<=50K
13348,"[0, 80[", Local-gov,226443,*,10,*,*, Husband,*,*,0,0,40,*,>50K
13349,"[0, 80[", Private,146326,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
13350,"[0, 80[", Private,187901,*,11,*,*, Not-in-family,*,*,0,0,23,*,<=50K
13351,"[0, 80[", Private,97153,*,12,*,*, Husband,*,*,5178,0,40,*,>50K
13352,"[0, 80[", Private,188694,*,13,*,*, Not-in-family,*,*,0,0,40,*,>50K
13353,"[0, 80[", Private,187493,*,9,*,*, Husband,*,*,0,0,40,*,>50K
13354,"[0, 80[", Private,212468,*,10,*,*, Own-child,*,*,0,0,15,*,<=50K
13355,"[0, 80[", Private,84726,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13356,"[0, 80[", Private,137907,*,9,*,*, Unmarried,*,*,0,0,35,*,<=50K
13357,"[0, 80[", Private,34361,*,10,*,*, Wife,*,*,0,0,20,*,>50K
13358,"[0, 80[", Private,254114,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
13359,"[0, 80[", Private,170174,*,6,*,*, Husband,*,*,0,0,40,*,>50K
13360,"[0, 80[", Self-emp-not-inc,190895,*,13,*,*, Not-in-family,*,*,0,0,25,*,<=50K
13361,"[0, 80[", Local-gov,317443,*,13,*,*, Wife,*,*,0,0,40,*,<=50K
13362,"[0, 80[", Private,375603,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
13363,"[0, 80[", Private,203076,*,9,*,*, Own-child,*,*,0,0,35,*,<=50K
13364,"[0, 80[", Private,53893,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13365,"[0, 80[", ?,171748,*,10,*,*, Own-child,*,*,0,0,24,*,<=50K
13366,"[0, 80[", Private,167770,*,9,*,*, Husband,*,*,0,1902,55,*,>50K
13367,"[0, 80[", Private,204584,*,13,*,*, Not-in-family,*,*,0,0,42,*,<=50K
13368,"[0, 80[", Private,660870,*,13,*,*, Not-in-family,*,*,0,0,60,*,<=50K
13369,"[0, 80[", Private,105686,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13371,"[0, 80[", Private,148607,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13372,"[0, 80[", Private,255849,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13373,"[0, 80[", Federal-gov,255921,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13374,"[0, 80[", Private,113326,*,10,*,*, Husband,*,*,0,0,50,*,<=50K
13375,"[0, 80[", Private,440456,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13376,"[0, 80[", Private,105493,*,14,*,*, Unmarried,*,*,0,0,40,*,<=50K
13377,"[0, 80[", Private,259757,*,13,*,*, Unmarried,*,*,0,653,50,*,>50K
13379,"[0, 80[", Private,171818,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
13380,"[0, 80[", Private,51151,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
13381,"[0, 80[", Self-emp-not-inc,188957,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13382,"[0, 80[", Private,97933,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13383,"[0, 80[", Self-emp-inc,195447,*,13,*,*, Husband,*,*,0,0,45,*,<=50K
13384,"[0, 80[", ?,46907,*,13,*,*, Husband,*,*,0,0,8,*,>50K
13385,"[0, 80[", Self-emp-inc,383365,*,13,*,*, Husband,*,*,0,0,70,*,>50K
13386,"[0, 80[", Self-emp-not-inc,203408,*,9,*,*, Husband,*,*,0,0,44,*,<=50K
13387,"[0, 80[", Local-gov,148182,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13388,"[0, 80[", Local-gov,211497,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
13389,"[0, 80[", Self-emp-not-inc,48063,*,10,*,*, Husband,*,*,0,0,60,*,<=50K
13390,"[0, 80[", Private,211804,*,13,*,*, Husband,*,*,3103,0,50,*,>50K
13391,"[0, 80[", Private,185407,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
13392,"[0, 80[", Private,225927,*,6,*,*, Husband,*,*,0,0,40,*,<=50K
13393,"[0, 80[", Federal-gov,314525,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13394,"[0, 80[", Self-emp-not-inc,208577,*,10,*,*, Husband,*,*,0,0,45,*,>50K
13395,"[0, 80[", Private,222884,*,13,*,*, Not-in-family,*,*,0,0,55,*,>50K
13396,"[0, 80[", Private,209538,*,6,*,*, Husband,*,*,0,0,40,*,<=50K
13397,"[0, 80[", Local-gov,177114,*,14,*,*, Not-in-family,*,*,0,0,60,*,<=50K
13398,"[0, 80[", Private,173754,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13399,"[0, 80[", Local-gov,121370,*,9,*,*, Unmarried,*,*,0,0,30,*,<=50K
13400,"[0, 80[", Private,67125,*,9,*,*, Not-in-family,*,*,0,0,60,*,<=50K
13401,"[0, 80[", Private,67240,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13402,"[0, 80[", Private,198346,*,13,*,*, Not-in-family,*,*,0,0,35,*,<=50K
13403,"[0, 80[", Private,141003,*,10,*,*, Own-child,*,*,0,0,25,*,<=50K
13404,"[0, 80[", Self-emp-inc,60668,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13405,"[0, 80[", Private,104256,*,9,*,*, Not-in-family,*,*,0,0,34,*,<=50K
13406,"[0, 80[", Private,131002,*,13,*,*, Husband,*,*,0,0,50,*,>50K
13407,"[0, 80[", Self-emp-not-inc,155151,*,10,*,*, Husband,*,*,0,1740,50,*,<=50K
13408,"[0, 80[", Private,177720,*,12,*,*, Unmarried,*,*,0,0,45,*,<=50K
13409,"[0, 80[", Private,39615,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
13410,"[0, 80[", Private,203871,*,11,*,*, Wife,*,*,0,1887,40,*,>50K
13411,"[0, 80[", State-gov,25045,*,13,*,*, Unmarried,*,*,2174,0,37,*,<=50K
13412,"[0, 80[", Private,112264,*,9,*,*, Husband,*,*,0,0,50,*,<=50K
13413,"[0, 80[", Private,169100,*,14,*,*, Husband,*,*,0,0,40,*,<=50K
13414,"[0, 80[", Private,155659,*,13,*,*, Husband,*,*,0,0,40,*,>50K
13415,"[0, 80[", Private,291665,*,9,*,*, Husband,*,*,4508,0,24,*,<=50K
13416,"[0, 80[", Private,224215,*,10,*,*, Husband,*,*,0,0,40,*,>50K
13417,"[0, 80[", Private,270502,*,7,*,*, Own-child,*,*,0,0,20,*,<=50K
13418,"[0, 80[", Private,125487,*,11,*,*, Husband,*,*,0,0,40,*,<=50K
13419,"[0, 80[", Private,51385,*,13,*,*, Husband,*,*,0,0,50,*,>50K
13420,"[0, 80[", Private,112763,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13421,"[0, 80[", Private,108926,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13422,"[0, 80[", Private,366957,*,13,*,*, Husband,*,*,99999,0,50,*,>50K
13423,"[0, 80[", Local-gov,109766,*,13,*,*, Not-in-family,*,*,0,0,60,*,<=50K
13424,"[0, 80[", Private,226106,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
13425,"[0, 80[", Self-emp-not-inc,92792,*,9,*,*, Husband,*,*,0,0,35,*,<=50K
13426,"[0, 80[", Private,186950,*,11,*,*, Wife,*,*,0,0,40,*,>50K
13427,"[0, 80[", Private,230478,*,13,*,*, Husband,*,*,0,0,40,*,>50K
13428,"[0, 80[", Private,231638,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13429,"[0, 80[", Private,120461,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
13430,"[0, 80[", Private,33673,*,8,*,*, Not-in-family,*,*,0,0,35,*,<=50K
13431,"[0, 80[", Private,191385,*,9,*,*, Husband,*,*,0,0,48,*,<=50K
13432,"[0, 80[", Self-emp-not-inc,229946,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13433,"[0, 80[", Self-emp-not-inc,160131,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13434,"[0, 80[", Private,190895,*,13,*,*, Husband,*,*,7298,0,50,*,>50K
13436,"[0, 80[", Private,27815,*,5,*,*, Not-in-family,*,*,0,1719,30,*,<=50K
13437,"[0, 80[", Private,203542,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13438,"[0, 80[", Private,144592,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
13439,"[0, 80[", Local-gov,223004,*,10,*,*, Not-in-family,*,*,0,0,75,*,<=50K
13440,"[0, 80[", Private,183257,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13441,"[0, 80[", Private,172714,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13442,"[0, 80[", Private,131611,*,10,*,*, Own-child,*,*,0,0,48,*,<=50K
13443,"[0, 80[", Private,253060,*,15,*,*, Husband,*,*,0,0,50,*,<=50K
13444,"[0, 80[", Private,471990,*,9,*,*, Husband,*,*,0,0,46,*,>50K
13445,"[0, 80[", Private,138966,*,9,*,*, Wife,*,*,0,0,38,*,<=50K
13446,"[0, 80[", Private,385412,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13447,"[0, 80[", ?,184101,*,10,*,*, Own-child,*,*,0,0,25,*,<=50K
13448,"[0, 80[", Private,103344,*,9,*,*, Husband,*,*,15024,0,40,*,>50K
13449,"[0, 80[", Local-gov,135786,*,5,*,*, Husband,*,*,0,0,25,*,<=50K
13450,"[0, 80[", Private,227359,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
13451,"[0, 80[", State-gov,86912,*,16,*,*, Husband,*,*,0,0,50,*,>50K
13452,"[0, 80[", Private,83033,*,10,*,*, Own-child,*,*,2176,0,20,*,<=50K
13453,"[0, 80[", Private,172581,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13454,"[0, 80[", State-gov,274111,*,14,*,*, Not-in-family,*,*,0,1669,40,*,<=50K
13455,"[0, 80[", Private,187795,*,10,*,*, Husband,*,*,99999,0,55,*,>50K
13456,"[0, 80[", Private,483822,*,4,*,*, Unmarried,*,*,0,0,40,*,<=50K
13458,"[0, 80[", Private,152953,*,4,*,*, Husband,*,*,0,0,32,*,<=50K
13459,"[0, 80[", Private,239755,*,10,*,*, Unmarried,*,*,0,0,50,*,<=50K
13460,"[0, 80[", Private,177905,*,14,*,*, Husband,*,*,0,0,45,*,>50K
13461,"[0, 80[", Private,200136,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13462,"[0, 80[", Self-emp-not-inc,111625,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13463,"[0, 80[", Self-emp-not-inc,336513,*,13,*,*, Husband,*,*,15024,0,60,*,>50K
13464,"[0, 80[", Private,162915,*,10,*,*, Not-in-family,*,*,0,0,50,*,<=50K
13465,"[0, 80[", Private,116662,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13466,"[0, 80[", Self-emp-not-inc,24763,*,16,*,*, Husband,*,*,15024,0,40,*,>50K
13467,"[0, 80[", Private,225580,*,9,*,*, Not-in-family,*,*,0,0,20,*,<=50K
13468,"[0, 80[", Private,169104,*,12,*,*, Other-relative,*,*,0,0,40,*,<=50K
13469,"[0, 80[", Private,212894,*,10,*,*, Husband,*,*,0,0,40,*,<=50K
13470,"[0, 80[", Private,93997,*,4,*,*, Husband,*,*,0,0,40,*,<=50K
13471,"[0, 80[", Private,189924,*,10,*,*, Not-in-family,*,*,0,0,50,*,<=50K
13472,"[0, 80[", Private,274424,*,7,*,*, Unmarried,*,*,0,0,40,*,<=50K
13473,"[0, 80[", Private,188246,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13474,"[0, 80[", Private,284211,*,9,*,*, Unmarried,*,*,0,0,35,*,<=50K
13475,"[0, 80[", Private,198259,*,10,*,*, Own-child,*,*,0,0,15,*,<=50K
13476,"[0, 80[", Private,368517,*,12,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13477,"[0, 80[", Private,168768,*,12,*,*, Not-in-family,*,*,0,0,35,*,<=50K
13478,"[0, 80[", Federal-gov,122220,*,10,*,*, Wife,*,*,0,0,40,*,>50K
13479,"[0, 80[", Private,136204,*,14,*,*, Not-in-family,*,*,0,2824,55,*,>50K
13480,"[0, 80[", Private,175641,*,7,*,*, Husband,*,*,0,0,40,*,>50K
13481,"[0, 80[", State-gov,173324,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13482,"[0, 80[", Local-gov,31195,*,9,*,*, Not-in-family,*,*,0,0,20,*,<=50K
13483,"[0, 80[", Federal-gov,88876,*,14,*,*, Husband,*,*,0,0,60,*,>50K
13484,"[0, 80[", Self-emp-not-inc,176069,*,9,*,*, Wife,*,*,0,0,16,*,<=50K
13485,"[0, 80[", Private,215297,*,9,*,*, Husband,*,*,0,0,45,*,<=50K
13486,"[0, 80[", Private,198425,*,10,*,*, Husband,*,*,0,0,45,*,<=50K
13487,"[0, 80[", Local-gov,180957,*,14,*,*, Not-in-family,*,*,0,0,50,*,<=50K
13488,"[0, 80[", Private,206129,*,11,*,*, Unmarried,*,*,0,0,40,*,<=50K
13489,"[0, 80[", Federal-gov,65950,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
13490,"[0, 80[", Private,197618,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13491,"[0, 80[", Private,185357,*,9,*,*, Not-in-family,*,*,0,0,50,*,<=50K
13492,"[0, 80[", Private,134890,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
13493,"[0, 80[", ?,193043,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13494,"[0, 80[", Federal-gov,153633,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
13495,"[0, 80[", Private,115890,*,13,*,*, Husband,*,*,0,0,20,*,<=50K
13496,"[0, 80[", Private,394447,*,13,*,*, Not-in-family,*,*,2463,0,50,*,<=50K
13497,"[0, 80[", Private,343957,*,13,*,*, Not-in-family,*,*,0,0,50,*,<=50K
13499,"[0, 80[", Private,238959,*,13,*,*, Husband,*,*,99999,0,60,*,>50K
13500,"[0, 80[", Private,159048,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13501,"[0, 80[", Private,423222,*,13,*,*, Husband,*,*,7688,0,40,*,>50K
13502,"[0, 80[", Private,89735,*,11,*,*, Husband,*,*,0,0,40,*,>50K
13503,"[0, 80[", Private,31778,*,13,*,*, Own-child,*,*,0,0,40,*,<=50K
13504,"[0, 80[", ?,157327,*,3,*,*, Husband,*,*,0,0,8,*,<=50K
13505,"[0, 80[", Private,233511,*,14,*,*, Not-in-family,*,*,27828,0,60,*,>50K
13506,"[0, 80[", Private,327112,*,13,*,*, Not-in-family,*,*,0,1564,40,*,>50K
13507,"[0, 80[", Private,236543,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13508,"[0, 80[", State-gov,194475,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13509,"[0, 80[", Private,303510,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13510,"[0, 80[", Private,171242,*,10,*,*, Husband,*,*,0,0,40,*,>50K
13511,"[0, 80[", Self-emp-not-inc,39388,*,11,*,*, Husband,*,*,0,0,60,*,<=50K
13512,"[0, 80[", Local-gov,197218,*,9,*,*, Not-in-family,*,*,0,0,18,*,<=50K
13513,"[0, 80[", State-gov,151991,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13514,"[0, 80[", Private,374524,*,13,*,*, Husband,*,*,0,0,40,*,>50K
13515,"[0, 80[", ?,267352,*,7,*,*, Not-in-family,*,*,0,0,30,*,<=50K
13516,"[0, 80[", Local-gov,364563,*,9,*,*, Husband,*,*,0,0,40,*,>50K
13517,"[0, 80[", Private,186035,*,12,*,*, Husband,*,*,0,0,55,*,<=50K
13518,"[0, 80[", Private,47541,*,9,*,*, Other-relative,*,*,0,0,40,*,<=50K
13519,"[0, 80[", Private,151107,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13520,"[0, 80[", Private,500509,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13521,"[0, 80[", Private,138107,*,13,*,*, Not-in-family,*,*,0,2258,40,*,>50K
13522,"[0, 80[", Federal-gov,225515,*,10,*,*, Own-child,*,*,0,0,24,*,<=50K
13523,"[0, 80[", Private,153291,*,15,*,*, Wife,*,*,0,0,50,*,>50K
13524,"[0, 80[", Private,169885,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13525,"[0, 80[", ?,112780,*,10,*,*, Own-child,*,*,0,0,30,*,<=50K
13526,"[0, 80[", Local-gov,175778,*,13,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13527,"[0, 80[", Private,55213,*,9,*,*, Husband,*,*,0,1977,52,*,>50K
13528,"[0, 80[", Private,38950,*,13,*,*, Husband,*,*,15024,0,50,*,>50K
13529,"[0, 80[", Self-emp-not-inc,65991,*,9,*,*, Husband,*,*,7298,0,45,*,>50K
13530,"[0, 80[", Private,174330,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
13531,"[0, 80[", Private,35224,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13532,"[0, 80[", Private,175622,*,11,*,*, Unmarried,*,*,0,0,40,*,<=50K
13533,"[0, 80[", Private,164678,*,14,*,*, Wife,*,*,0,0,45,*,<=50K
13534,"[0, 80[", ?,87263,*,9,*,*, Husband,*,*,0,0,55,*,>50K
13535,"[0, 80[", Private,163671,*,9,*,*, Husband,*,*,0,1887,65,*,>50K
13536,"[0, 80[", Self-emp-not-inc,181317,*,6,*,*, Own-child,*,*,0,0,35,*,<=50K
13537,"[0, 80[", Federal-gov,177945,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13538,"[0, 80[", Private,47168,*,6,*,*, Own-child,*,*,0,0,40,*,<=50K
13539,"[0, 80[", Self-emp-not-inc,190023,*,13,*,*, Husband,*,*,0,0,60,*,<=50K
13540,"[0, 80[", Private,168782,*,11,*,*, Unmarried,*,*,0,0,40,*,<=50K
13541,"[0, 80[", Private,175290,*,4,*,*, Other-relative,*,*,0,0,32,*,<=50K
13543,"[0, 80[", Private,159755,*,10,*,*, Husband,*,*,0,0,40,*,>50K
13544,"[0, 80[", Private,113364,*,12,*,*, Husband,*,*,0,0,55,*,<=50K
13545,"[0, 80[", Private,487742,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
13546,"[0, 80[", Private,304710,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13547,"[0, 80[", Local-gov,185846,*,14,*,*, Husband,*,*,0,1977,40,*,>50K
13548,"[0, 80[", Private,212894,*,11,*,*, Husband,*,*,2407,0,40,*,<=50K
13549,"[0, 80[", Self-emp-not-inc,315460,*,15,*,*, Husband,*,*,0,0,36,*,<=50K
13550,"[0, 80[", Private,135643,*,9,*,*, Unmarried,*,*,0,0,40,*,<=50K
13551,"[0, 80[", Private,220977,*,16,*,*, Husband,*,*,3103,0,40,*,>50K
13552,"[0, 80[", ?,117444,*,9,*,*, Own-child,*,*,0,0,30,*,<=50K
13553,"[0, 80[", Private,202683,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13554,"[0, 80[", Private,164866,*,9,*,*, Husband,*,*,0,0,42,*,>50K
13555,"[0, 80[", Private,191814,*,12,*,*, Husband,*,*,7688,0,50,*,>50K
13556,"[0, 80[", ?,227160,*,10,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13557,"[0, 80[", Private,158077,*,13,*,*, Wife,*,*,0,0,40,*,<=50K
13558,"[0, 80[", Private,191103,*,15,*,*, Husband,*,*,0,0,99,*,>50K
13559,"[0, 80[", Private,193701,*,13,*,*, Not-in-family,*,*,0,0,38,*,<=50K
13560,"[0, 80[", Private,143046,*,13,*,*, Not-in-family,*,*,0,0,45,*,<=50K
13561,"[0, 80[", Private,206297,*,13,*,*, Husband,*,*,0,0,48,*,>50K
13562,"[0, 80[", Self-emp-not-inc,188563,*,9,*,*, Own-child,*,*,0,0,50,*,<=50K
13563,"[0, 80[", Private,35102,*,10,*,*, Not-in-family,*,*,0,0,34,*,<=50K
13564,"[0, 80[", Private,203055,*,10,*,*, Unmarried,*,*,0,0,40,*,<=50K
13565,"[0, 80[", Private,309932,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
13566,"[0, 80[", Self-emp-not-inc,243432,*,9,*,*, Husband,*,*,0,0,60,*,<=50K
13567,"[0, 80[", Private,177107,*,11,*,*, Unmarried,*,*,0,0,35,*,<=50K
13568,"[0, 80[", Self-emp-not-inc,113929,*,9,*,*, Husband,*,*,0,0,35,*,<=50K
13569,"[0, 80[", ?,291509,*,8,*,*, Own-child,*,*,0,0,28,*,<=50K
13570,"[0, 80[", Private,222011,*,14,*,*, Not-in-family,*,*,3325,0,40,*,<=50K
13571,"[0, 80[", Private,186824,*,9,*,*, Husband,*,*,0,0,70,*,<=50K
13572,"[0, 80[", Private,192768,*,9,*,*, Wife,*,*,0,0,40,*,<=50K
13573,"[0, 80[", Private,234962,*,9,*,*, Other-relative,*,*,0,0,40,*,<=50K
13574,"[0, 80[", Private,83253,*,10,*,*, Husband,*,*,0,0,60,*,<=50K
13575,"[0, 80[", Private,248990,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
13576,"[0, 80[", Private,346159,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13577,"[0, 80[", Private,272656,*,13,*,*, Husband,*,*,0,0,55,*,>50K
13578,"[0, 80[", Private,60552,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
13579,"[0, 80[", State-gov,33798,*,10,*,*, Own-child,*,*,0,0,20,*,<=50K
13580,"[0, 80[", Self-emp-not-inc,112158,*,9,*,*, Husband,*,*,0,0,99,*,<=50K
13581,"[0, 80[", Private,200992,*,10,*,*, Not-in-family,*,*,0,0,35,*,<=50K
13582,"[0, 80[", Private,98155,*,9,*,*, Husband,*,*,0,0,40,*,<=50K
13583,"[0, 80[", Self-emp-inc,79586,*,13,*,*, Not-in-family,*,*,0,0,60,*,<=50K
13584,"[0, 80[", State-gov,143062,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13585,"[0, 80[", Private,101146,*,9,*,*, Not-in-family,*,*,4650,0,40,*,<=50K
13586,"[0, 80[", ?,284450,*,7,*,*, Own-child,*,*,0,0,25,*,<=50K
13587,"[0, 80[", State-gov,159021,*,5,*,*, Husband,*,*,0,0,40,*,<=50K
13588,"[0, 80[", Local-gov,353270,*,11,*,*, Own-child,*,*,0,0,40,*,<=50K
13589,"[0, 80[", Self-emp-not-inc,162312,*,10,*,*, Own-child,*,*,0,0,45,*,<=50K
13590,"[0, 80[", State-gov,231961,*,16,*,*, Unmarried,*,*,0,0,50,*,>50K
13591,"[0, 80[", Private,181943,*,13,*,*, Not-in-family,*,*,0,0,35,*,<=50K
13592,"[0, 80[", Private,163595,*,10,*,*, Own-child,*,*,0,0,35,*,<=50K
13593,"[0, 80[", Private,130856,*,13,*,*, Husband,*,*,0,0,40,*,>50K
13594,"[0, 80[", Private,208875,*,10,*,*, Wife,*,*,0,0,40,*,>50K
13595,"[0, 80[", Self-emp-not-inc,58744,*,12,*,*, Own-child,*,*,0,0,60,*,<=50K
13596,"[0, 80[", Private,116641,*,9,*,*, Unmarried,*,*,0,0,45,*,<=50K
13597,"[0, 80[", Private,69333,*,13,*,*, Husband,*,*,0,0,40,*,<=50K
13598,"[0, 80[", Private,320811,*,10,*,*, Husband,*,*,0,0,40,*,>50K
13599,"[0, 80[", Private,197886,*,13,*,*, Husband,*,*,0,0,60,*,>50K
13601,"[0, 80[", Private,89154,*,5,*,*, Not-in-family,*,*,0,0,40,*,<=50K
13602,"[0, 80[", Private,372317,*,5,*,*, Unmarried,*,*,0,0,23,*,<=50K
13603,"[0, 80[", Self-emp-not-inc,296090,*,9,*,*, Own-child,*,*,0,0,48,*,<=50K
13604,"[0, 80[", Private,192614,*,9,*,*, Husband,*,*,0,0,56,*,<=50K
13605,"[0, 80[", Private,403489,*,7,*,*, Own-child,*,*,0,0,40,*,<=50K
13606,"[0, 80[", Private,169652,*,7,*,*, Own-child,*,*,0,0,12,*,<=50K
13607,"[0, 80[", Private,217467,*,10,*,*, Own-child,*,*,0,0,40,*,<=50K
13608,"[0, 80[", ?,162104,*,5,*,*, Own-child,*,*,0,0,40,*,<=50K
13609,"[0, 80[", Private,175912,*,6,*,*, Husband,*,*,0,0,40,*,<=50K
13610,"[0, 80[", Self-emp-not-inc,179533,*,9,*,*, Husband,*,*,0,0,75,*,>50K
13611,"[0, 80[", Private,149624,*,10,*,*, Husband,*,*,0,0,30,*,<=50K
13612,"[0, 80[", Private,289147,*,9,*,*, Own-child,*,*,0,0,40,*,<=50K
13613,"[0, 80[", Federal-gov,347720,*,13,*,*, Not-in-family,*,*,0,0,50,*,<=50K
13614,"[0, 80[", Private,406978,*,13,*,*, Other-relative,*,*,0,0,40,*,<=50K
13615,"[0, 80[", Private,193199,*,7,*,*, Unmarried,*,*,0,0,12,*,<=50K
13616,"[0, 80[", Self-emp-inc,163998,*,12,*,*, Husband,*,*,0,0,50,*,>50K
13617,"[0, 80[", Private,173115,*,6,*,*, Not-in-family,*,*,4416,0,99,*,<=50K
13618,"[0, 80[", Private,333701,*,11,*,*, Unmarried,*,*,0,0,40,*,<=50K
13619,"[0, 80[", State-gov,48121,*,10,*,*, Own-child,*,*,0,1602,10,*,<=50K
13620,"[0, 80[", Private,186256,*,9,*,*, Not-in-family,*,*,0,0,40,*,<=50K
