index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
19900,"[40, 80[", Self-emp-inc,392325,Higher education,13,Spouse present,*, Husband,*,Male,99999,0,60,United-States,>50K
19901,"[40, 80[", State-gov,174283,Higher education,16,Spouse present,*, Husband,*,Male,0,1887,50,United-States,>50K
19902,"[0, 40[", Private,126832,Secondary education,6,Spouse not present,*, Own-child,*,Male,0,0,30,United-States,<=50K
19903,"[0, 40[", Private,126071,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
19905,"[40, 80[", Private,282964,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
19906,"[0, 40[", Private,328518,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
19907,"[0, 40[", State-gov,283499,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
19908,"[0, 40[", Private,286675,Higher education,10,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
19910,"[0, 40[", Private,132879,Secondary education,9,Spouse not present,*, Unmarried,*,Male,0,0,45,United-States,<=50K
19911,"[0, 40[", Private,314798,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
19914,"[0, 40[", Local-gov,366796,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
19915,"[0, 40[", Private,195573,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
19916,"[0, 40[", Private,33616,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,25,United-States,<=50K
19919,"[40, 80[", Self-emp-inc,190763,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
19920,"[40, 80[", Local-gov,209535,Higher education,14,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
19921,"[40, 80[", Private,156003,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19922,"[0, 40[", Private,55699,Secondary education,9,Spouse present,*, Husband,*,Male,3908,0,40,United-States,<=50K
19925,"[0, 40[", Self-emp-not-inc,272359,Higher education,13,Spouse present,*, Husband,*,Male,7298,0,80,United-States,>50K
19933,"[0, 40[", Private,211601,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
19936,"[40, 80[", Private,229939,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19938,"[0, 40[", Private,226443,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
19940,"[40, 80[", Private,161311,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,30,United-States,<=50K
19943,"[40, 80[", Local-gov,181242,Secondary education,6,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19947,"[0, 40[", Private,269723,Secondary education,9,Spouse not present,*, Unmarried,*,Female,2977,0,50,United-States,<=50K
19950,"[40, 80[", Federal-gov,356934,Higher education,10,Spouse present,*, Husband,*,Male,0,0,44,United-States,>50K
19954,"[0, 40[", Private,224462,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
19955,"[0, 40[", Private,92863,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
19956,"[0, 40[", Private,179565,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,37,United-States,<=50K
19957,"[40, 80[", Self-emp-not-inc,31137,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,70,United-States,<=50K
19958,"[0, 40[", Private,199495,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
19960,"[0, 40[", Private,220585,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
19962,"[0, 40[", Federal-gov,191342,Higher education,13,Spouse present,*, Husband,*,Male,0,0,38,United-States,<=50K
19966,"[0, 40[", Private,174478,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
19968,"[40, 80[", Private,145636,Higher education,14,Spouse present,*, Husband,*,Male,0,1977,43,United-States,>50K
19969,"[0, 40[", Private,120326,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
19970,"[0, 40[", Self-emp-not-inc,246439,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
19971,"[0, 40[", Private,144133,Higher education,13,Spouse present,*, Other-relative,*,Male,0,0,50,United-States,<=50K
19972,"[40, 80[", Local-gov,145522,Higher education,14,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
19973,"[0, 40[", Private,312055,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
19974,"[0, 40[", Private,235847,Higher education,10,Spouse not present,*, Other-relative,*,Female,0,0,50,United-States,<=50K
19975,"[0, 40[", Private,187748,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19976,"[0, 40[", Private,396482,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,48,United-States,<=50K
19977,"[40, 80[", Private,261688,Secondary education,9,Spouse present,*, Husband,*,Male,5013,0,60,United-States,<=50K
19978,"[0, 40[", Private,39477,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
19979,"[0, 40[", Private,143058,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19982,"[0, 40[", Local-gov,40338,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19983,"[40, 80[", Local-gov,115457,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
19986,"[0, 40[", ?,385901,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,22,United-States,<=50K
19988,"[0, 40[", Self-emp-inc,299036,Higher education,13,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
19989,"[40, 80[", Private,68729,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
19991,"[0, 40[", Private,117767,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
19992,"[40, 80[", Private,184378,Higher education,13,Spouse present,*, Husband,*,Male,0,0,35,United-States,<=50K
19993,"[0, 40[", Private,232591,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
19994,"[0, 40[", Private,143851,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
19995,"[0, 40[", Self-emp-not-inc,89622,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,80,United-States,>50K
19998,"[40, 80[", Private,343242,Higher education,10,Spouse present,*, Husband,*,Male,0,0,44,United-States,>50K
19999,"[0, 40[", Private,460408,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20000,"[40, 80[", Private,205246,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20001,"[0, 40[", Private,230329,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20002,"[0, 40[", Private,197871,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,50,United-States,<=50K
20004,"[40, 80[", Private,194290,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20005,"[40, 80[", Private,191814,Higher education,10,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20007,"[0, 40[", ?,137876,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20010,"[40, 80[", Private,152529,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,>50K
20012,"[0, 40[", Private,133654,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20014,"[40, 80[", Private,73051,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20016,"[0, 40[", Self-emp-inc,454934,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
20018,"[0, 40[", Self-emp-not-inc,185621,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20020,"[0, 40[", State-gov,36397,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,55,United-States,<=50K
20021,"[0, 40[", Private,276540,Secondary education,8,Spouse not present,*, Own-child,*,Female,0,0,15,United-States,<=50K
20024,"[0, 40[", Local-gov,186993,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20026,"[40, 80[", Private,176917,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,55,United-States,<=50K
20027,"[40, 80[", Private,105936,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20028,"[0, 40[", Private,105821,Secondary education,9,Spouse present,*, Husband,*,Male,5178,0,40,United-States,>50K
20030,"[40, 80[", Private,178074,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20032,"[0, 40[", Private,191930,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20037,"[0, 40[", Private,90934,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,28,United-States,<=50K
20039,"[40, 80[", Private,173243,Higher education,16,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20040,"[0, 40[", Private,258768,Higher education,10,Spouse not present,*, Not-in-family,*,Male,2174,0,75,United-States,<=50K
20041,"[0, 40[", Private,189759,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20042,"[40, 80[", Self-emp-not-inc,69249,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20043,"[0, 40[", Private,133061,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,80,United-States,<=50K
20044,"[40, 80[", Self-emp-not-inc,175202,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,24,United-States,<=50K
20045,"[0, 40[", Private,27051,Higher education,13,Spouse present,*, Husband,*,Male,0,0,44,United-States,<=50K
20046,"[40, 80[", Private,60414,Higher education,14,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20047,"[40, 80[", Local-gov,317360,Higher education,14,Spouse present,*, Wife,*,Female,0,0,40,United-States,>50K
20052,"[0, 40[", Private,87556,Higher education,14,Spouse not present,*, Not-in-family,*,Male,0,0,45,United-States,>50K
20054,"[0, 40[", Private,190015,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20055,"[40, 80[", Private,183173,Secondary education,9,Spouse present,*, Husband,*,Male,99999,0,40,United-States,>50K
20057,"[40, 80[", Local-gov,47392,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20058,"[0, 40[", Private,107125,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,60,United-States,<=50K
20059,"[40, 80[", Private,265295,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20060,"[0, 40[", Private,189219,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,16,United-States,<=50K
20063,"[0, 40[", Private,153516,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20064,"[0, 40[", ?,191910,Higher education,10,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
20065,"[0, 40[", Private,216145,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20066,"[40, 80[", Private,202872,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,12,United-States,<=50K
20067,"[40, 80[", Self-emp-not-inc,39630,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,48,United-States,<=50K
20070,"[40, 80[", Private,358585,Higher education,10,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,>50K
20072,"[40, 80[", ?,76043,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,1,United-States,>50K
20074,"[40, 80[", Private,110171,Higher education,10,Spouse present,*, Husband,*,Male,7688,0,40,United-States,>50K
20076,"[40, 80[", Private,163455,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20077,"[0, 40[", Private,183892,Secondary education,6,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20079,"[40, 80[", Federal-gov,145401,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20080,"[40, 80[", Private,387074,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20081,"[40, 80[", Private,105363,Higher education,13,Spouse present,*, Husband,*,Male,4508,0,40,United-States,<=50K
20083,"[40, 80[", Local-gov,170217,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20084,"[0, 40[", Private,156807,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,10,United-States,<=50K
20086,"[0, 40[", Private,273640,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20087,"[0, 40[", Private,191177,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20089,"[0, 40[", State-gov,239409,Higher education,14,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20090,"[40, 80[", Self-emp-not-inc,404547,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
20091,"[0, 40[", State-gov,23740,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,38,United-States,>50K
20092,"[0, 40[", Private,382153,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
20093,"[0, 40[", Private,164488,Higher education,14,Spouse present,*, Husband,*,Male,0,1887,40,United-States,>50K
20095,"[40, 80[", Self-emp-not-inc,168539,Higher education,12,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20098,"[0, 40[", Private,224512,Higher education,14,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
20099,"[0, 40[", ?,314645,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,43,United-States,<=50K
20103,"[0, 40[", Private,141040,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20104,"[0, 40[", Private,222294,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20106,"[40, 80[", Private,38795,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,>50K
20107,"[40, 80[", Private,182979,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20108,"[40, 80[", Private,223277,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20110,"[40, 80[", Federal-gov,160647,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20112,"[0, 40[", Private,110597,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,30,United-States,<=50K
20113,"[0, 40[", Private,166961,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,38,United-States,<=50K
20118,"[40, 80[", Private,304530,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,55,United-States,<=50K
20119,"[0, 40[", Local-gov,327533,Secondary education,9,Spouse present,*, Husband,*,Male,3908,0,40,United-States,<=50K
20121,"[40, 80[", Federal-gov,26880,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20123,"[0, 40[", Private,184665,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20126,"[0, 40[", Private,86551,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20127,"[0, 40[", Private,241998,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,4787,0,40,United-States,>50K
20128,"[40, 80[", Private,106900,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,68,United-States,<=50K
20132,"[40, 80[", Federal-gov,215389,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20133,"[0, 40[", Private,198050,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,28,United-States,<=50K
20136,"[40, 80[", Private,377018,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20139,"[0, 40[", Local-gov,250585,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
20140,"[40, 80[", Private,198769,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,>50K
20141,"[0, 40[", Private,306513,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20142,"[0, 40[", Private,178623,Higher education,13,Spouse not present,*, Not-in-family,*,Female,14084,0,60,United-States,>50K
20145,"[40, 80[", Self-emp-not-inc,396878,Higher education,10,Spouse present,*, Husband,*,Male,0,0,25,United-States,<=50K
20147,"[40, 80[", Private,203653,Secondary education,9,Spouse present,*, Husband,*,Male,7298,0,40,United-States,>50K
20148,"[40, 80[", Local-gov,227890,Higher education,13,Spouse present,*, Husband,*,Male,0,1485,40,United-States,<=50K
20149,"[0, 40[", Private,107812,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,15,United-States,<=50K
20150,"[40, 80[", Private,185143,Higher education,14,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20151,"[0, 40[", Private,143068,Higher education,10,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
20152,"[40, 80[", Self-emp-inc,114758,Higher education,13,Spouse present,*, Husband,*,Male,15024,0,50,United-States,>50K
20154,"[0, 40[", Private,321787,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20156,"[0, 40[", Private,271935,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
20157,"[0, 40[", Private,148952,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,24,United-States,<=50K
20159,"[40, 80[", ?,108082,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20160,"[0, 40[", Private,199439,Higher education,14,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20163,"[40, 80[", Self-emp-inc,352971,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20164,"[40, 80[", Private,375134,Higher education,10,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20165,"[0, 40[", Private,206521,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
20166,"[0, 40[", Private,330466,Higher education,13,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
20167,"[40, 80[", Private,208302,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
20169,"[40, 80[", Private,171615,Higher education,12,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20170,"[40, 80[", Self-emp-not-inc,149698,Higher education,15,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20174,"[0, 40[", Private,207103,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20177,"[0, 40[", Private,240837,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,30,United-States,<=50K
20178,"[0, 40[", Private,283499,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,35,United-States,<=50K
20181,"[40, 80[", Local-gov,232618,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20182,"[0, 40[", Private,175820,Secondary education,7,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
20183,"[0, 40[", Local-gov,63996,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20184,"[40, 80[", Local-gov,182985,Secondary education,9,Spouse present,*, Wife,*,Female,0,0,40,United-States,<=50K
20187,"[0, 40[", ?,31008,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,30,United-States,<=50K
20189,"[0, 40[", Private,317528,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,34,United-States,<=50K
20190,"[0, 40[", State-gov,223020,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,20,United-States,<=50K
20192,"[0, 40[", Private,115076,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20193,"[40, 80[", Private,133969,Higher education,16,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20195,"[0, 40[", Private,193241,Higher education,10,Spouse present,*, Husband,*,Male,0,0,38,United-States,<=50K
20197,"[0, 40[", Private,178841,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20198,"[0, 40[", Private,177017,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,1504,37,United-States,<=50K
20199,"[0, 40[", Private,253267,Higher education,10,Spouse present,*, Husband,*,Male,0,1902,36,United-States,>50K
20204,"[0, 40[", Private,210574,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
20207,"[0, 40[", Private,264390,Higher education,10,Spouse not present,*, Own-child,*,Female,0,2001,40,United-States,<=50K
20208,"[0, 40[", Self-emp-inc,144949,Higher education,13,Spouse present,*, Husband,*,Male,0,0,65,United-States,<=50K
20209,"[40, 80[", State-gov,90803,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20210,"[40, 80[", State-gov,126701,Higher education,13,Spouse present,*, Husband,*,Male,0,0,35,United-States,>50K
20211,"[40, 80[", Private,178417,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,35,United-States,<=50K
20212,"[40, 80[", Self-emp-not-inc,197176,Higher education,13,Spouse present,*, Husband,*,Male,0,0,75,United-States,>50K
20213,"[0, 40[", Private,182227,Secondary education,9,Spouse present,*, Husband,*,Male,0,1579,40,United-States,<=50K
20214,"[0, 40[", Private,117606,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,32,United-States,<=50K
20220,"[0, 40[", Private,175390,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20221,"[40, 80[", Private,184986,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20222,"[40, 80[", Local-gov,174395,Higher education,14,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
20223,"[0, 40[", Private,187711,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20224,"[0, 40[", Private,189878,Higher education,15,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20225,"[0, 40[", Private,224073,Secondary education,7,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
20226,"[40, 80[", Private,159726,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
20228,"[0, 40[", Private,456618,Higher education,10,Spouse not present,*, Own-child,*,Male,2597,0,40,United-States,<=50K
20230,"[0, 40[", Private,206681,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,15,United-States,<=50K
20232,"[40, 80[", Private,137304,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20235,"[0, 40[", Private,52596,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,8,United-States,<=50K
20236,"[0, 40[", Private,197997,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
20238,"[0, 40[", Private,40767,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20239,"[40, 80[", Private,172577,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,44,United-States,<=50K
20240,"[0, 40[", Private,241998,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20242,"[40, 80[", Private,212120,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20245,"[40, 80[", State-gov,214985,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20247,"[0, 40[", Local-gov,149833,Higher education,13,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20252,"[0, 40[", Private,280570,Higher education,13,Spouse present,*, Husband,*,Male,3103,0,50,United-States,>50K
20254,"[40, 80[", Local-gov,660461,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,20,United-States,<=50K
20255,"[40, 80[", Private,177211,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20256,"[0, 40[", Private,197424,Secondary education,9,Spouse present,*, Husband,*,Male,5013,0,40,United-States,<=50K
20257,"[0, 40[", Self-emp-inc,31717,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
20258,"[40, 80[", Private,296849,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20260,"[40, 80[", Private,106698,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,32,United-States,<=50K
20261,"[40, 80[", Private,214469,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,13,United-States,<=50K
20264,"[40, 80[", Private,35210,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
20267,"[0, 40[", Private,170455,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,8,United-States,<=50K
20268,"[40, 80[", Private,298215,Higher education,13,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
20270,"[0, 40[", Private,404416,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20273,"[0, 40[", Self-emp-not-inc,409189,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20274,"[0, 40[", Private,285750,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,30,United-States,<=50K
20279,"[0, 40[", Private,231160,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
20280,"[0, 40[", Private,47310,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
20282,"[40, 80[", Federal-gov,65160,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20283,"[40, 80[", State-gov,423222,Higher education,14,Spouse present,*, Husband,*,Male,99999,0,80,United-States,>50K
20286,"[0, 40[", Private,232854,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20290,"[40, 80[", Private,403911,Secondary education,9,Spouse present,*, Husband,*,Male,0,1902,40,United-States,>50K
20291,"[0, 40[", ?,228649,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
20294,"[0, 40[", Private,533147,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,30,United-States,<=50K
20295,"[0, 40[", Private,137862,Higher education,10,Spouse not present,*, Other-relative,*,Female,0,0,16,United-States,<=50K
20297,"[40, 80[", Local-gov,230979,Higher education,13,Spouse not present,*, Not-in-family,*,Female,4787,0,25,United-States,>50K
20298,"[40, 80[", Private,137126,Higher education,13,Spouse present,*, Husband,*,Male,0,1977,45,United-States,>50K
20300,"[40, 80[", Private,256647,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20302,"[0, 40[", ?,150084,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
20303,"[0, 40[", Private,285457,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
20304,"[0, 40[", Private,303867,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
20305,"[40, 80[", Federal-gov,113597,Higher education,10,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
20308,"[0, 40[", Private,176189,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
20309,"[40, 80[", Federal-gov,497253,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
20310,"[40, 80[", Private,41090,Secondary education,9,Spouse present,*, Husband,*,Male,0,2002,60,United-States,<=50K
